Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1066¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":229,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Program
1452¿ExpressionStatement¿¿1901¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1453¿AssignmentExpression¿=¿1901¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1454¿MemberExpression¿computed¿1901¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1455¿Identifier¿¿1901¿target¿¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1456¿Identifier¿¿1901¿key¿¿¿{"start":{"line":107,"column":9},"end":{"line":107,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1457¿Identifier¿¿1901¿value¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1458¿ReturnStatement¿¿1901¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1459¿Literal¿boolean¿1901¿¿true¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1460¿BlockStatement¿¿1901¿¿¿¿{"start":{"line":63,"column":45},"end":{"line":109,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1461¿ExpressionStatement¿¿1892¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":109,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1462¿AssignmentExpression¿=¿1892¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":109,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1463¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":63,"column":0},"end":{"line":63,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1464¿Identifier¿¿1892¿v126¿¿¿¿¿Identifier
1465¿Identifier¿¿1892¿set¿¿¿{"start":{"line":63,"column":17},"end":{"line":63,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1466¿Identifier¿¿1892¿v149¿¿¿¿¿Identifier
1467¿VariableDeclarator¿¿1892¿v150¿¿¿{"start":{"line":116,"column":0},"end":{"line":116,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1468¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":116,"column":0},"end":{"line":116,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1469¿Identifier¿¿1892¿Memory¿¿¿{"start":{"line":116,"column":0},"end":{"line":116,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1470¿Identifier¿¿1892¿prototype¿¿¿{"start":{"line":116,"column":7},"end":{"line":116,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1471¿VariableDeclarator¿¿1892¿v167¿¿¿{"start":{"line":116,"column":0},"end":{"line":146,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1472¿FunctionExpression¿¿1892¿anon¿¿¿{"start":{"line":116,"column":25},"end":{"line":146,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿FunctionExpression
1473¿Identifier¿¿0¿key¿¿¿{"start":{"line":116,"column":35},"end":{"line":116,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1474¿VariableDeclarator¿¿1909¿v151¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1475¿MemberExpression¿¿1909¿¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1476¿ThisExpression¿¿1909¿¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1477¿Identifier¿¿1909¿readOnly¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1478¿IfStatement¿¿1909¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":119,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1479¿Identifier¿¿1909¿v151¿¿¿¿¿Identifier
1480¿ReturnStatement¿¿1909¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1481¿Literal¿boolean¿1909¿¿false¿¿{"start":{"line":118,"column":11},"end":{"line":118,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1482¿BlockStatement¿¿1909¿¿¿¿{"start":{"line":117,"column":21},"end":{"line":119,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1483¿VariableDeclarator¿¿1909¿target¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1484¿MemberExpression¿¿1909¿¿¿¿{"start":{"line":121,"column":15},"end":{"line":121,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1485¿ThisExpression¿¿1909¿¿¿¿{"start":{"line":121,"column":15},"end":{"line":121,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1486¿Identifier¿¿1909¿store¿¿¿{"start":{"line":121,"column":20},"end":{"line":121,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1487¿VariableDeclarator¿¿1909¿value¿¿¿{"start":{"line":122,"column":6},"end":{"line":122,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1488¿Identifier¿¿1909¿target¿¿¿{"start":{"line":122,"column":15},"end":{"line":122,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1489¿VariableDeclarator¿¿1909¿v152¿¿¿{"start":{"line":123,"column":32},"end":{"line":123,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1490¿MemberExpression¿¿1909¿¿¿¿{"start":{"line":123,"column":32},"end":{"line":123,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1491¿ThisExpression¿¿1909¿¿¿¿{"start":{"line":123,"column":32},"end":{"line":123,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1492¿Identifier¿¿1909¿logicalSeparator¿¿¿{"start":{"line":123,"column":37},"end":{"line":123,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1493¿VariableDeclarator¿¿1909¿path¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1494¿CallExpression¿¿1909¿¿¿¿{"start":{"line":123,"column":15},"end":{"line":123,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1495¿MemberExpression¿¿1909¿¿¿¿{"start":{"line":123,"column":15},"end":{"line":123,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1496¿Identifier¿¿1909¿common¿¿¿{"start":{"line":123,"column":15},"end":{"line":123,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1497¿Identifier¿¿1909¿path¿¿¿{"start":{"line":123,"column":22},"end":{"line":123,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1498¿Identifier¿¿1909¿key¿¿¿{"start":{"line":123,"column":27},"end":{"line":123,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1499¿Identifier¿¿1909¿v152¿¿¿¿¿Identifier
1500¿VariableDeclarator¿¿1909¿v153¿¿¿{"start":{"line":128,"column":9},"end":{"line":128,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1501¿MemberExpression¿¿1909¿¿¿¿{"start":{"line":128,"column":9},"end":{"line":128,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1502¿ThisExpression¿¿1909¿¿¿¿{"start":{"line":128,"column":9},"end":{"line":128,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1503¿Identifier¿¿1909¿mtimes¿¿¿{"start":{"line":128,"column":14},"end":{"line":128,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1504¿VariableDeclarator¿¿1909¿v154¿¿¿{"start":{"line":128,"column":9},"end":{"line":128,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1505¿MemberExpression¿computed¿1909¿¿¿¿{"start":{"line":128,"column":9},"end":{"line":128,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1506¿Identifier¿¿1909¿v153¿¿¿¿¿Identifier
1507¿Identifier¿¿1909¿key¿¿¿{"start":{"line":128,"column":21},"end":{"line":128,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1508¿VariableDeclarator¿¿1909¿v155¿¿¿{"start":{"line":128,"column":2},"end":{"line":128,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1509¿UnaryExpression¿delete¿1909¿¿¿¿{"start":{"line":128,"column":2},"end":{"line":128,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1510¿Identifier¿¿1909¿v154¿¿¿¿¿Identifier
1511¿ExpressionStatement¿¿1909¿¿¿¿{"start":{"line":128,"column":2},"end":{"line":128,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1512¿Identifier¿¿1909¿v155¿¿¿¿¿Identifier
1513¿VariableDeclarator¿¿1909¿i¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1514¿Literal¿number¿1909¿¿0¿¿{"start":{"line":133,"column":15},"end":{"line":133,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1515¿VariableDeclarator¿¿1909¿v156¿¿¿{"start":{"line":133,"column":22},"end":{"line":133,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1516¿MemberExpression¿¿1909¿¿¿¿{"start":{"line":133,"column":22},"end":{"line":133,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1517¿Identifier¿¿1909¿path¿¿¿{"start":{"line":133,"column":22},"end":{"line":133,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1518¿Identifier¿¿1909¿length¿¿¿{"start":{"line":133,"column":27},"end":{"line":133,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1519¿VariableDeclarator¿¿1909¿v157¿¿¿{"start":{"line":133,"column":22},"end":{"line":133,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1520¿BinaryExpression¿-¿1909¿¿¿¿{"start":{"line":133,"column":22},"end":{"line":133,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1521¿Identifier¿¿1909¿v156¿¿¿¿¿Identifier
1522¿Literal¿number¿1909¿¿1¿¿{"start":{"line":133,"column":36},"end":{"line":133,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1523¿VariableDeclarator¿¿1909¿v158¿¿¿{"start":{"line":133,"column":18},"end":{"line":133,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1524¿BinaryExpression¿<¿1909¿¿¿¿{"start":{"line":133,"column":18},"end":{"line":133,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1525¿Identifier¿¿1909¿i¿¿¿{"start":{"line":133,"column":18},"end":{"line":133,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1526¿Identifier¿¿1909¿v157¿¿¿¿¿Identifier
1527¿WhileStatement¿¿1909¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":140,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿WhileStatement
1528¿Identifier¿¿1909¿v158¿¿¿¿¿Identifier
1529¿ExpressionStatement¿¿1909¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1530¿AssignmentExpression¿=¿1909¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1531¿Identifier¿¿1909¿key¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1532¿MemberExpression¿computed¿1909¿¿¿¿{"start":{"line":134,"column":10},"end":{"line":134,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1533¿Identifier¿¿1909¿path¿¿¿{"start":{"line":134,"column":10},"end":{"line":134,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1534¿Identifier¿¿1909¿i¿¿¿{"start":{"line":134,"column":15},"end":{"line":134,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1535¿ExpressionStatement¿¿1909¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1536¿AssignmentExpression¿=¿1909¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1537¿Identifier¿¿1909¿value¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1538¿MemberExpression¿computed¿1909¿¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1539¿Identifier¿¿1909¿target¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1540¿Identifier¿¿1909¿key¿¿¿{"start":{"line":135,"column":19},"end":{"line":135,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1541¿VariableDeclarator¿¿1909¿v160¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1542¿UnaryExpression¿typeof¿1909¿¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1543¿Identifier¿¿1909¿value¿¿¿{"start":{"line":136,"column":15},"end":{"line":136,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1544¿VariableDeclarator¿¿1909¿v161¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1545¿BinaryExpression¿!==¿1909¿¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1546¿Identifier¿¿1909¿v160¿¿¿¿¿Identifier
1547¿Literal¿string¿1909¿¿'function'¿¿{"start":{"line":136,"column":25},"end":{"line":136,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1548¿VariableDeclarator¿¿1909¿v162¿¿¿{"start":{"line":136,"column":39},"end":{"line":136,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1549¿UnaryExpression¿typeof¿1909¿¿¿¿{"start":{"line":136,"column":39},"end":{"line":136,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1550¿Identifier¿¿1909¿value¿¿¿{"start":{"line":136,"column":46},"end":{"line":136,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1551¿VariableDeclarator¿¿1909¿v163¿¿¿{"start":{"line":136,"column":39},"end":{"line":136,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1552¿BinaryExpression¿!==¿1909¿¿¿¿{"start":{"line":136,"column":39},"end":{"line":136,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1553¿Identifier¿¿1909¿v162¿¿¿¿¿Identifier
1554¿Literal¿string¿1909¿¿'object'¿¿{"start":{"line":136,"column":56},"end":{"line":136,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1555¿VariableDeclarator¿¿1909¿v164¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1556¿LogicalExpression¿&&¿1909¿¿¿¿{"start":{"line":136,"column":8},"end":{"line":136,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿LogicalExpression
1557¿Identifier¿¿1909¿v161¿¿¿¿¿Identifier
1558¿Identifier¿¿1909¿v163¿¿¿¿¿Identifier
1559¿IfStatement¿¿1909¿¿¿¿{"start":{"line":136,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1560¿Identifier¿¿1909¿v164¿¿¿¿¿Identifier
1561¿ReturnStatement¿¿1909¿¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1562¿Literal¿boolean¿1909¿¿false¿¿{"start":{"line":137,"column":13},"end":{"line":137,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1563¿BlockStatement¿¿1909¿¿¿¿{"start":{"line":136,"column":66},"end":{"line":138,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1564¿ExpressionStatement¿¿1909¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1565¿AssignmentExpression¿=¿1909¿¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1566¿Identifier¿¿1909¿target¿¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1567¿Identifier¿¿1909¿value¿¿¿{"start":{"line":139,"column":13},"end":{"line":139,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1568¿VariableDeclarator¿¿1909¿v159¿¿¿{"start":{"line":133,"column":39},"end":{"line":133,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1569¿UpdateExpression¿¿1909¿¿¿¿{"start":{"line":133,"column":39},"end":{"line":133,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UpdateExpression
1570¿Identifier¿¿1909¿i¿¿¿{"start":{"line":133,"column":39},"end":{"line":133,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1571¿ExpressionStatement¿¿1909¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":140,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1572¿AssignmentExpression¿=¿1909¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":140,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1573¿Identifier¿¿1909¿v158¿¿¿{"start":{"line":133,"column":2},"end":{"line":140,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1574¿BinaryExpression¿<¿1909¿¿¿¿{"start":{"line":133,"column":18},"end":{"line":133,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1575¿Identifier¿¿1909¿i¿¿¿{"start":{"line":133,"column":18},"end":{"line":133,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1576¿Identifier¿¿1909¿v157¿¿¿¿¿Identifier
1577¿BlockStatement¿¿1909¿¿¿¿¿¿BlockStatement
1578¿ExpressionStatement¿¿1909¿¿¿¿{"start":{"line":143,"column":2},"end":{"line":143,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1579¿AssignmentExpression¿=¿1909¿¿¿¿{"start":{"line":143,"column":2},"end":{"line":143,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1580¿Identifier¿¿1909¿key¿¿¿{"start":{"line":143,"column":2},"end":{"line":143,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1581¿MemberExpression¿computed¿1909¿¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
